id,text,y
3938,尝以十倍之地 百万之众 叩关而攻秦,1
3939,他们相争的规模就更大了,0
3940,做大臣的不像大臣 就会遭到杀身之祸,0
3941,闻有鲁公来替吾令 客在开封知否,1
3942,明有奇巧人曰王叔远 能以径寸之木,1
3943,即使一个人有上百张嘴 每张嘴里有上百条舌头,0
3944,人家嘲弄他 假意称赞他,0
3945,至于太阳的升起 山林里的雾气散了,0
3946,耆艾智哀 是以栖迟 每执谦退,1
3947,盖犯之者不避其死 感之者不爱其生 此真丈夫之志,1
3948,非其道则避之,1
3949,太尉始为泾州刺史时 汾阳王以副元帅居蒲,1
3950,遂易带向树 三击而止,1
3951,督责益急 农且饥死 无以偿 即告太尉,1
3952,项伯许诺 谓沛公曰 旦日不可不蚤自来谢项王,1
3953,难道是圣人的制度要使事情坏到这种地步吗 ,0
3954,风操蚩拙 相与专固 无所堪能,1
3955,因此君子治理国家 考察于上古的历史,0
3956,万事既具 咸各序其宜,1
3957,以竹为之 穿茶以解茶也,1
3958,关山重重难以越过 有谁同情不得志的人,0
3959,峡中以一百二十斤为上,1
3960,万物不经受变故 则不能成材,0
3961,到了张君做鄞县令时 湖已经长久没有治理了,0
3962,斛律明月 齐朝折冲之臣,1
3963,盖其又深 则其至又加少矣,1
3964,譬如伯叔 兄弟 容貌极像先人,0
3965,祸乱发生却想躲躲闪闪地避开它,0
3966,出丧那天 要门前生火,0
3967,好官走了可惜 等鲁公来 何不去向他申诉,0
3968,我的客人有事想要求助于我 所以他们都认为我比徐公美,0
3969,如耿兰之报 不知当言月日,1
3970,把大绫送往司农寺的办公厅,0
3971,无情郎安在 曰 食之矣,1
3972,把滕子京贬官到岳州,0
3973,秦王怒 不许,1
3974,吾当出屯蠡县扼其冲 先杀妻子而后往 其城守悉属公,1
3975,境遇虽然困苦 但节操应当更加坚定,0
3976,同时又和姓沉的结交友情深厚,0
3977,又不许创立寺观,1
3978,而实际上却存在着不安定因素,0
3979,应该早早预备运粮隶卒,0
3980,场主在里面堆柴 覆盖成小山似的,0
3981,长桥卧波 未云何龙,1
3982,分散开来就是守卫疆土的臣子,0
3983,荆州北据汉 沔 利尽南海 东连吴会 西通巴 蜀,1
3984,假如有了崔鼠也不忧虑 刮风下雨也不防御,0
3985,总以为虽然暂时分别 终究会长久在一起的,0
3986,但是 工匠们拿着斧头来到山林里游看,0
3987,士大夫这类人 听到称 老师 称 弟子 的,0
3988,包括提督 镇台 布政使 按察使 道台在内的所有官员,0
3989,赵王畏秦 欲毋行,1
3990,拜见了公孙度之后,0
3991,要认为盟誓有用吗,0
3992,尚不愧奴隶耶,1
3993,较秦之所得 与战胜而得者 其实百倍,1
3994,他们自己说他们的祖先为了躲避秦时的战乱,0
3995,项王说 壮士 还能喝酒吗,0
3996,呜乎 胜地不常 盛筵难再 兰亭已矣 梓泽丘墟,1
3997,则天之凶民 乃刑戮之所摄 非训导之所移也,1
3998,而贼攻益急 城中多异议,1
3999,临产时 看着窗户靠着门柱,0
4000,松柏生长在山林之中 起初被蓬蒿围困,0
4001,彼其初与万物皆生 草木榛榛 鹿豕狉狉,1
4002,还是回到老家去置办几顷地 度过我的余年,0
4003,设使汉室尽城邑而侯王之 纵令其乱人 戚之而已,1
4004,秦王满足一己之功 不求教于人 一错到底而不改变,0
4005,我从事这个行业已有好多年了,0
4006,宁卒 时年八十四,1
4007,那个老人说 这怎么就不能是一件好事呢,0
4008,还有那人的身形 年龄大小 面容等基本情况呢,0
4009,宴请赵国使者蔺相如,0
4010,李建泰亲军为内应 城遂陷,1
4011,副元帅功勋充满天地之间 应当力求全始全终,0
4012,元嘉十二年 扬州东部诸郡发生严重水灾 民众饥馑,0
4013,以上这些人物 都是文人中杰出的,0
4014,牡丹花含冤而死理所当然,0
4015,手柄长五寸 宽二尺的工具,0
4016,因此 无论地位高低贵贱 无论年纪大小,0
4017,但是自此脆弱者变得坚强,0
4018,不相通达 致负诚托 又乖恳愿,1
4019,水都是青白色的 清澈的水千丈也可以看见底,0
4020,樊哙曰 今日之事何如 良曰 甚急,1
4021,管宁究竟是守节自高呢 还是老病萎顿呢,0
4022,劳其民而用之 故长王天下,1
4023,继汉朝而称帝的 就是再过一百代 郡县制比封建制优越,0
4024,夫佛本夷狄之人 与中国言语不通,1
4025,比权量力 则不可同年而语矣,1
4026,出入闺庭 能自任杖 不须扶持,1
4027,这只外来的鸡义气和勇气超过其他的鸡,0
4028,须臾客去 予亦就睡,1
4029,有能绍明世 正 易传 继 春秋 本 诗 书 礼 乐 之际,1
4030,然陈涉率散乱之众数百 奋臂大呼,1
4031,至于文中深奥蕴藉的境界 反倒好像没见到,0
4032,曹刿说 现在不行,0
4033,耳不妄听 音声滋味 以礼节之,1
4034,尚能委政尚书令杨遵彦 内外清谧,1
4035,孔子为鲁司寇 诸侯害子 大夫雍之,1
4036,及过 泚固致大绫三百匹,1
4037,但是我认为平民百姓之间的交往尚且互相不欺骗,0
4038,这岂不是诸侯势力太强大而指挥不动,0
4039,良以舟人之食 日历郡县勘给 是以凝滞,1
4040,又留蚊于素帐中 徐喷以烟 使之冲烟而飞鸣,1
4041,自吟自赏 不觉更有傍人,1
4042,今两虎共斗 其势不俱生,1
4043,以后您的庭院中 大概不会有花木了,0
4044,破坏了礼法 损害了尊严,0
4045,今吾嗣为之十二年 几死者数矣,1
4046,如能经常保有几百卷的书 过上千年也不会成为小人,0
4047,父老就又叩头说 往年您没有来的时候,0
4048,卷旗弃鼓 裹创而驰 吏士无人色 岂特如是而已,1
4049,相如看出秦王没有用城邑抵偿赵国的意思,0
4050,一定要呼唤其他的鸡来,0
4051,不足以抵挡长江旁溢的波浪,0
4052,周人始有吞齐之志 关中至今之,1
4053,人为的因素可以改变天命 天命胜于人为因素,0
4054,天下有变 则命一上将将荆州之军以向宛 洛,1
4055,像凶猛的鸟飞到天上为名利极力追求高位的人,0
4056,宗元尝出入岐周邠斄间 过真定 北上马岭,1
4057,冬月 山之叟担一牡丹 高可隐人,1
4058,臣请就汤镬 唯大王与群臣孰计议之,1
4059,酒席上分了八个题目各作诗文 叫我作记,0
4060,故舍汝而旅食京师 以求斗斛之禄,1
4061,木石之段块 自丑其雕刻,1
4062,曹刿问 您凭借什么作战,0
4063,当余之从师也 负箧曳屣 行深山巨谷中,1
4064,对朝廷尽心竭力,0
4065,秦之遇将军 可谓深矣,1
4066,距其院东五里 所谓华山洞者,1
4067,困平城 病流矢 陵迟不救者三代,1
4068,举酒同饮 意趣闲淡,0
4069,善者以怠 恶者以肆,1
4070,乃悟前狼假寐 盖以诱敌,1
4071,老百姓在下怨恨秦王朝,0
4072,言圣贤之难得疏阔如此,1
4073,欲将辞去兮悲绸缪,1
4074,毅益重之,1
4075,屠户在路上遇到了两只狼 紧随着他走了很远,0
4076,从上而言 阐明了夏禹 商汤 周文王的政治原则,0
4077,天雨 庇其闾中 守闾者不内也,1
4078,我十九岁时 初次来到京城参加考试,0
4079,而应封存保留传给后代,0
4080,由此看来 天地之间鬼神 禽兽,0
4081,干吗要看重鬼神而看轻您自己的威力啊,0
4082,人以火为神圣 发一灯可燎阿房,1
4083,如果生了女婴 马上拿走弄死,0
4084,教媳妇要在初来时 教儿女要在婴孩时,0
4085,秦伯说 与郑人盟,1
4086,女孙适崔皋 官裁九品卫佐 帝重其不昏权家,1
4087,剩下的又被偷走 如今看看我们饲养牲口的圈栏,0
4088,余遐想高情 身服斯道 究其梗概行藏,1
4089,毅因诘之 谓毅曰,1
4090,多者或至 礼 传 少者不失 诗 论,1
4091,逸乐终身者 非人之福也,1
4092,王将军的武库里 藏有像紫电 青霜这样锋利的宝剑,0
4093,将军向宠 性格和品行善良公正 精通军事,0
4094,却是李白的创作还未能触及的领域,0
4095,他安安静静 很少说话 也不羡慕荣华利禄,0
4096,河内凶 则移其民于河东 移其粟于河内 河东凶亦然,1
4097,你回到了正道 以使家庭和国家安宁,0
4098,张公却借口要奉养父母拒绝前去,0
4099,阁中帝子今何在 槛外长江空自流,1
4100,自己对对方的双亲 也应该施扎,0
4101,旌杰气 顾骤悍栗,1
4102,眉阳人苏洵告诉百姓说道,0
4103,它的发源于宁波西南的四明山,0
4104,则天下之祸 必集於我,1
4105,致君于三 五 懦夫尚知勇为,1
4106,这确实是不容易做到的,0
4107,出入侍从将帅三十馀年 位不满其德,1
4108,年年谷物按时节成熟 日子过得蒸蒸日上,0
4109,在真宗皇帝景德 祥符年间做了宰相,0
4110,诸将以其故不亲附 此其所以败也,1
4111,吾行尘间 宁可致意耶 惟恐道途显晦,1
4112,赧然悔耻 积而能散也,1
4113,失不在于州而在于兵 时则有叛将而无叛州,1
4114,从此道至吾军 不过二十里耳,1
4115,猥以微贱 当侍东宫 非臣陨首所能上报,1
4116,来去行路的人在树下休息 前面的招呼 后面的答应,0
4117,怀民亦未寝 相与步于中庭,1
4118,君乃诚将不可邪 抑忿然邪 君其话之,1
4119,使建中远具时羞之奠 告汝十二郎之灵,1
4120,浙江之潮 天下之伟观也,1
4121,洗好 穿戴好衣帽 就去向李知县辞行,0
4122,谒见迎候 驾车乘的填塞道路,0
4123,已故的兵部侍郎晋国公王佑,0
4124,旁开小窗 左右各四 共八扇,1
4125,登明选公 杂进巧拙 纡馀为妍 卓荦为杰,1
4126,披绣闼 俯雕甍 山原旷其盈视 川泽纡其骇瞩,1
4127,左君曰 上天赐予百姓丰年 乐意给予百姓东西让大家吃,0
4128,二川溶溶 流入宫墙,1
4129,秦王闻之 大喜,1
4130,永之人争奔走焉,1
4131,重冈回夹之 不可得见,1
4132,我使他活了下来 现在事情危急 幸亏他来告诉我,0
4133,七十者衣帛食肉 黎民不饥不寒 然而不王者 未之有也,1
4134,宜先入南,1
4135,先生在欺骗我们吧 我侍奉先生,0
4136,己为难首 择其至安,1
4137,乾隆戊子中秋 姑苏唐眉岑挈其儿主随园 数烹饪之能,1
4138,无使有声 恐钱塘所知,1
4139,货恶其弃于地也 不必藏于己,1
4140,娣姒者 多争之地也,1
4141,我想 你跟我在东边的汴州 徐州,0
4142,二子者 方其羁穷忧患之时,1
4143,而脂膏滫瀡之具 或以不给 吾是以始而骇也,1
4144,那还有谁来救他呢,0
4145,强国请服 弱国入朝,1
4146,谁别于渭 泾 投胶自定 盖系乎得失之运也,1
4147,范仲淹 先忧后乐 的话 是因为滕子京有作为而发的感慨,0
4148,虽杀臣 不能绝也,1
4149,对此要小心啊 对此要小心啊 教育感化这件事,0
4150,其西七乡之田 水注之者 则此湖也,1
4151,肆欲轻言 不修边幅,1
4152,夫假物者必争 争而不已 必就其能断曲直者而听命焉,1
4153,时夜将半 四顾寂寥,1
4154,振奋有远大志向的人的志气,0
4155,以如司农治事堂 栖之梁木上,1
4156,然侍卫之臣不懈于内 忠志之士忘身于外者,1
4157,楚王曰 善哉,1
4158,终於落了个亡国的结局,0
4159,皆起进毅 毅辞谢而受,1
4160,报仇雪耻,0
4161,虽人有百手 手有百指 不能指其一端,1
4162,说完就下了战车,0
4163,而不让郡县专权 这是正确的,0
4164,盖从君山酒香 朗吟亭上望 洞庭得水最多,1
4165,商 周二代没有废除封建制,0
4166,一定要志同道合 始终如一的,0
4167,为婢仆所惑 日以厌薄,1
4168,武德六年 高祖幸国学 观释莫 遣文远发春秋题,1
4169,公在西囿 草木骈骈,1
4170,对曰 夫战 勇气也,1
4171,而你却把它同孔子作 春秋 相提并论 这就错了,0
4172,关山难越 谁悲失路之人 萍水相逢 尽是他乡之客,1
4173,这是管宁志向行事所一定要保全的,0
4174,文宗将他召入翰林院任翰林侍讲学士 进任工部侍郎,0
4175,王授璧 相如因持璧却立 倚柱 怒发上冲冠 谓秦王曰,1
4176,开皇中 累迁太学博士,1
4177,是耶为吾民畜也 是耶物非民物也,1
4178,运于掌握之内 此其所以为得也,1
4179,朝中的大臣没有一个不惧怕大王的,0
4180,拯救抚恤 允许斟酌事势,0
4181,令煴煴然 江南梅雨时焚之以火,1
4182,少长周旋 如有贤哲 每相狎侮 不加礼敬,1
4183,既已 不可奈何 乃遂盛樊於期之首 函封之,1
4184,毅曰 何故不使知 曰 以其勇过人耳,1
4185,其削也 内守外附而社稷存,1
4186,老百姓是不会顺从您的,0
4187,王侯将相宁宁有种乎,1
4188,执辔如组 反风灭火 化鸱为风之术也,1
4189,世有以晋公比李栖筠者,1
4190,恭谨强力 心计精敏,1
4191,武夫揭水止路 引毅以进,1
4192,世人多不举女 贼行骨肉,1
4193,召有司案图 指从此以往十五都予赵,1
4194,我应该跟从他把他当作老师,0
4195,一下子全砍掉了它们,0
4196,客人赞美我美 是有事情要求于我,0
4197,暴露祖考之长短 以求直己者,1
4198,罗彦兄弟与同知邵宗元等歃血结盟 发誓拼死守城,0
4199,观天下书未遍 不得妄下雌黄,1
4200,大家纷纷表示赞同,0
4201,圣人没有固定的老师,0
4202,邺平之后 见徒入关,1
4203,接着 风停了 天空又变得晴朗起来,0
4204,和人世间没有两样 所以又叫 鬼市,0
4205,庶几侥幸 不种而获,1
4206,彼苍者天 曷其有极,1
4207,吴广以为然,1
4208,故余之父母乃喜余得遂报君之意,1
4209,如果是一般的书籍 公用的器物 怎能统统废弃不用呢,0
4210,不禁 呀 的一声惊叫起来,0
4211,封建制的君长 是一代继承一代地统治下去的,0
4212,这和做买卖没有区别 以至于有的门庭里弄来个下流女婿,0
4213,让它们冲着烟雾边飞边叫,0
4214,当以街勒制之 勿使流乱轨躅,1
4215,高峰入云 清流见底,1
4216,至石之半 石必倒掷坎穴中,1
4217,吴王说,0
4218,任命沈演之为右卫将军,0
4219,何为雨工 曰 雷霆之类也,1
4220,答曰 李密 君子也 王公 小人也,1
4221,当其时 新者虽来 旧者不让,1
4222,陆机犯顺履险 潘岳干没取危,1
4223,大王欲得璧 使人发书至赵王 赵王悉召群臣议 皆曰,1
4224,今子即不能然 不师古之踪迹 犹蒙被而卧耳,1
4225,如果不是有目的地创作,0
4226,余嘉其能行古道 作师说以贻之,1
4227,执敲扑而鞭笞天下 威振四海,1
4228,及郡下 诣太守 说如此,1
4229,并且扬言说 我遇见蔺相如 一定要羞辱他一番,0
4230,古之学者必有师,1
4231,秦朝险阻之地防守不住了,0
4232,今呼为侄 于理为胜也,1
4233,又何往而不金玉其外 败絮其中也哉,1
4234,松柏生于山林 其始也 困于蓬蒿 厄于牛羊,1
4235,陈王信用之,1
4236,山之上为庙 一以祠神之主此湖者 一以祠吏之有功于此湖者,1
4237,季秋之月 天地始肃 寒气欲至,1
4238,燕人曰 赵方西忧秦 南忧楚 其力不能禁我,1
4239,除去凶恶奸邪之人 提拔优秀人才,0
4240,到了京都 太尉大发脾气说,0
4241,秦虽小邑 伐并大城 得阨塞而守之,1
4242,年 月 日 季父愈闻汝丧之七日 乃能衔哀致诚,1
4243,梁朝全盛之时 贵游子弟,1
4244,我来到零口的北面 看到有人养了二十二只鸡,0
4245,临别赠言 幸承恩于伟饯 登高作赋 是所望于群公,1
4246,从文帝黄初年间直到明帝青龙年间,0
4247,相如手持宝璧 斜视庭柱 就要向庭柱上撞去,0
4248,合邑市民焚香送之,1
4249,耕者 能善晓天下之治 而治者乃愚也,1
4250,斑斑有据 以悉全时之盛,1
4251,我的妻子赞美我漂亮 是偏爱我,0
4252,且为之奈何 张良曰 请往谓项伯,1
4253,扑 又叫鞭 竹子编成 用来把茶饼穿成串 以便搬运,0
4254,退居以后又转而深思,0
4255,君王家的军队的威武降临便能使唤我们,0
4256,加以断一条讼 不必得其理,1
4257,妾之美我者 畏我也,1
4258,虽人世贤杰 有不如者,1
4259,先生的学习可以说勤奋了,0
4260,飨德怀恩 词不悉心,1
4261,向项王解释说 我和将军合力攻打秦国,0
4262,儿含乳啼声 大儿初醒声,1
4263,河北鄙於侧出 不预人流,1
4264,既窈窕以寻壑 亦崎岖而经丘,1
4265,我有攻战城池作战旷野的大功劳,0
4266,以上就是太尉的逸事,0
4267,天子曰归 公敢不承 作堂严严 有庑有庭,1
4268,此忠臣义士所以愤怨而不平者也,1
4269,就一定能使军队团结一心,0
4270,夜晚发觉清晨的错误,0
4271,囊括四海之意 并吞八荒之心,1
4272,秦孝公据崤函之固,1
4273,后因出城打 被罗士信抓住,0
4274,五亩之宅 树之以桑 五十者可以衣帛矣,1
4275,与其不恭顺 宁可固陋,0
4276,享有盛名而免於过失祸患的,0
4277,钱塘因酒作色 踞谓毅曰,1
4278,其于为人 贤不肖何如也,1
4279,他日父母怜其志 复欲驰白于君子,1
4280,然则子之病 病乎其己尊而物贱也,1
4281,臣鞠躬尽瘁 死而后已,1
4282,好官去可惜 伺鲁公来 盍诉之,1
4283,燕 赵 韩 魏等国听说了这件事 都到齐国朝拜齐威王,0
4284,在黑暗中紧靠水流而行,0
4285,四海之人 结为兄弟 亦何容易 必有志均义敌,1
4286,吾冀而朝夕修我 曰  必无废先人,1
4287,从小养成的就像天性 习惯了的也就成为自然,0
4288,好像依恋着伴侣一般,0
4289,盗贼四起却不懂得抵御,0
4290,江南风俗 儿生一期 为制新衣 盥浴装饰,1
4291,至有谚曰 落索阿姑餐,1
4292,或将大有为也 乃始厄困震悸,1
4293,太尉为人姁姁 常低首拱手行步,1
4294,禽鸟是微小的动物 其中也有单独承受天地精气 重义而与众不同的,0
4295,屠惧 示之以刃 少却,1
4296,我还想去到洞口 但天色已是傍晚,0
4297,他的妻子说 您非常美 徐公怎么能比得上您呢,0
4298,外结好孙权 内修政理,1
4299,楚国的左尹项伯 是项羽的叔父 一向同留侯张良交好,0
4300,殚其地之出 竭其庐之入 号呼而转徒,1
4301,中间力拉崩倒之声 火爆声 呼呼风声 百千齐作,1
4302,那个老人说 这怎么就不能是一件好事呢,0
4303,则天下狃於治平之安而不吾信,1
4304,就要讲解孝 仁 礼 义 来引导学习,0
4305,太尉女婿韦晤坚决拒绝 推辞不掉,0
4306,法度败坏却不懂得治理,0
4307,宜重吾价 宜置吾庭 宜黜汝旧 以让吾新,1
4308,适莽苍者 三餐而反 腹犹果然,1
4309,赵惠文王十六年 时为赵国将军的廉颇率领赵军征讨齐国,0
4310,他就跑进去躲藏在里面,0
4311,表演口技的艺人坐在屏风里面,0
4312,等到浓霜夜降 早晨起来一看,0
4313,怕栽在别处与这株牡丹不相称 庭院中原有几株牡丹,0
4314,居数月 赵奉燕王母及家属归之燕,1
4315,吾望此书为汝曹之所信,1
4316,君曰 天降吾民丰年 乐与父老食之 且彼家畜 胡以来,1
4317,过了几个月 那匹马带着胡人的良马回来了,0
4318,秦自缪公以来二十馀君 未尝有坚明约束者也,1
4319,多次升官任右知事押衙,0
4320,我买到了其中的一个 切开它,0
4321,取阳晋 拜为上卿 以勇气闻于诸侯,1
4322,我和徐公相比 谁更美呢 妾说,0
4323,希望陛下亲近他们 信任他们,0
4324,正而葩 下逮 庄 骚 太史所录 子云 相如 同工异曲,1
4325,岂近直哉 且毅之质,1
4326,四面遍布在大地上,0
4327,从者塞途 供给之人 各执其物 夹道而疾驰,1
4328,先帝知臣谨慎 故临崩寄臣以大事也,1
4329,宋留不能入武关 乃东至新蔡 遇秦军 宋留以军降秦,1
4330,初 笳角鼙鼓 旌旗剑戟 舞万夫于其右,1
4331,回来思考这卖柑人的话 觉得他像是像东方朔那样诙谐多讽 机智善辩的人,0
4332,刘邦第二天早晨带着一百多人马来见项王 到了鸿门,0
4333,渔夫说 这就是长江,0
4334,毅因出药五十丸遗嘏 曰 此药一丸 可增一岁耳,1
4335,犹一心敬信 百姓何人 岂合更惜身命,1
4336,有所感触 心目凄怆 如果处在一般情况,0
4337,景仁寻卒 乃以后军长史范晔为左卫将军,1
4338,洸洸乎干城之具也 果能授孙,1
4339,亲旧知其如此 或置酒而招之,1
4340,赵乘秦之弊 可以得志于天下,1
4341,此达人之言也,1
4342,替我禀告郭尚书 请他出来听我说话,0
4343,念无与为乐者 遂至承天寺寻张怀民,1
4344,尽管他们非法牟利搜刮钱财,0
4345,但是皇上没有批准他的请求 于是他就出发前去了,0
4346,同样的命令 因为是所佩服的人发出的就执行,0
4347,有的宫女竟整整三十六年没能见到皇帝,0
4348,谓毅曰 水府幽深,1
4349,而且还表现在该书 述立身治家之法 辨正时俗之谬 的现世精神上,0
4350,当时群臣材识不远 不能深知先王之道,1
4351,讹言不祥 往即尔常,1
4352,沛公左司马曹无伤使人言于项羽曰,1
4353,百发失一 不足谓善射,1
4354,我恐怕你父亲穆伯要绝后了啊,0
4355,不分诸侯国而设置郡县,0
4356,质询如蜂起 徐文远随机应对 没人能问倒他,0
4357,灭掉秦朝 能够在这里又见到将军,0
4358,当时人把他们并称为 李杜,0
4359,妇人之性 率宠子婿而虐儿妇,1
4360,同命而行 行其所服,1
4361,因此常有超出事物本身的乐趣,0
4362,孝元经牧江州 遣往建昌督事,1
4363,臣左手把其袖 而右手揕其胸,1
4364,喝醉了就回家 竟然说走就走,0
4365,傅玄念斗免官 孙楚矜夸凌上,1
4366,却不知道眉岑是想要让客人饥饿以便使他们有好胃口,0
4367,永和九年 岁在癸丑 暮春之初,1
4368,使错自将而讨吴楚 未必无功,1
4369,霜露既降 木叶尽脱,1
4370,尧 舜 禹 汤的事离我们很远了,0
4371,负载珍重 不复言矣,1
4372,翌日 又宴毅于清光阁,1
4373,因人之力而敝之,1
4374,人生在世 会当有业 农民则计量耕稼,1
4375,沉浸醲郁 含英咀华 作为文章 其书满家,1
4376,应该看重我的身价 应该把我栽在庭院中,0
4377,韦晤谢罪说,0
4378,茭蒲葭菼 葵莼莲茨,0
4379,俄而祥风庆云 融融恰怡,1
4380,后来他的儿子魏国文正公王旦,0
4381,以上蔡人房君蔡赐为上柱国,1
4382,明年正月朔旦 蜀人相庆如他日 遂以无事,1
4383,闲散安逸会导致人们过度享乐 人,0
4384,年纪虽然老了 但志气应当更加旺盛,0
4385,太祖非常愤怒 斥责道,0
4386,而死后不悲痛的时间却是无穷无尽的,0
4387,褚先生曰 地形险阻 所以为固也 兵革刑法 所以为治也,1
4388,如方外高格 逃名散人,1
4389,那么就可以任命黄霸做官,0
4390,其夕 至邑而别其友 月余到乡 还家,1
4391,稍稍往南上去 便是十分开阔的洞口,0
4392,无任感激恳悃之至 谨奉表以闻,1
4393,子之仍复其处 以其犹奇于新也,1
4394,臣受命之日 寝不安席 食不甘味,1
4395,由于多次出现有才德的人 所以治理得越来越好,0
4396,奇草珍木 无所不有 夫乃止毅,1
4397,看你的样子和相貌,0
4398,他辅佐真宗 天下太平 回乡探家 槐荫笼庭,0
4399,以此来打法日子 以此来终尽夭年,0
4400,音乐与饮食 文章和言语这四种美好的事物都已经齐备,0
4401,以此知之 故欲往,1
4402,赤壁之游乐 乎 问其姓名 俯而不答,1
4403,皇帝说 主要在于谨慎守法而已,0
4404,皇宫中和朝廷里的大臣,0
4405,况且进士科已设置了二百年,0
4406,余解之曰 子之前日 春夏之草木也,1
4407,这又怎么能疏而不能做到对弟亲呢 吉甫 是贤明的父亲,0
4408,流贼认为罗彦是主谋 喊着他的名字大骂,0
4409,近来人们都不处理职事 这本来也是因为天下太平,0
4410,自今已往 吾其无意于人世矣,1
4411,古代的人都是这样做的,0
4412,夫亦醒,1
4413,骊山北构而西折 直走咸阳,1
4414,当求数顷之田于伊颍之上 以待余年,1
4415,二十已后 大过稀焉,1
4416,呜呼休哉 魏公之业,1
4417,不是故意矫情以显示自己的高尚,0
4418,秦国就引诱诸侯进入秦国境内作战,0
4419,当初 孙权对吕蒙说,0
4420,沛公曰 诺,1
4421,是教他们读书 帮助他们学习断句的 不,0
4422,怀王曾和诸将约定 先打败秦军进入咸阳的人封作王,0
4423,廉颇闻之 肉袒负荆 因宾客至蔺相如门谢罪,1
4424,元丰六年十月十二日夜 解衣欲睡 月色入户 欣然起行,1
4425,余年幼 方出神 不觉呀然一惊,1
4426,不过宫廷里侍从护卫的官员不懈怠,0
4427,却还自命清新华丽 让丑拙的文章流传在外的,0
4428,二十个堵水的土堤,0
4429,失其所与 不知 以乱易整 不武,1
4430,郭尚书难道亏待你们了吗 副元帅难道亏待你们了吗,0
4431,低处的屋角钩住高处的屋心 并排相向的屋角彼此相斗,0
4432,士民一起商量说,0
4433,有个叫丁觇的 只是洪亭地方的普通百姓,0
4434,屠乃奔倚其下 弛担持刀,1
4435,而人之所罕至焉 故非有志者不能至也,1
4436,而控于地而已矣 奚以之九万里而南为,1
4437,是对他们的轻视忽略,0
4438,倘若懈怠懒惰 那怎么躲避得了罪责呢,0
4439,使宫内和朝廷奖罚方法不同,0
4440,会州刺史崔公来 言信行直,1
4441,今夫子上遇明天子 下得守职,1
4442,在新丰鸿门 沛公兵十万 在霸上,1
4443,难道唯独是进士轻薄吗,0
4444,陈元方年十一时 候袁公,1
4445,我年幼无知 竟有幸亲身参加了这次盛大的宴会,0
4446,渭水涨起一层油腻 这是宫妃们抛弃了的胭脂水,0
4447,张良说 我是韩王派给沛公的人,0
4448,荷和雅兮感甘羞,1
4449,先生之业 可谓勤矣,1
4450,大王必欲急臣 臣头今与璧俱碎于柱矣,1
4451,欲谁归罪 罪且及副元帅,1
4452,傍晚时分 状如炮车般的云升腾起来,0
4453,已 闻京师变 众皆哭 北向拜 又罗拜相盟誓,1
4454,德操然后能定 能定然后能应,1
4455,作青云白鹤观 果如鹤唳云端 为之怡然称快,1
4456,思贤如渴 若跨有荆 益,1
4457,周市北徇地至狄 狄人田儋杀狄令,1
4458,诗 三百篇 大抵贤圣发愤之所为作也,1
4459,高祖始受隋禅 则议除之,1
4460,其邻人之父亦云,1
4461,及其死后 诸子争财 兄遂杀弟,1
4462,时俗如此 安能独违 但务去泰去甚耳,1
4463,他将把我们吴国在股掌之上玩得团团转 来实现他的愿望,0
4464,以是人多以书假余 余因得遍观群书,1
4465,皇帝说 质朴和轻薄似乎是天性的差异,0
4466,公输盘曰 不可 吾既已言之王矣,1
4467,中难郑玄 尚书 事 崔转为诸儒道之,1
4468,这就是所说的有损失就有增益 有失败就有成功,0
4469,春秋 谨严 左氏 浮夸 易 奇而法 诗,1
4470,孰明之 由封建而明之也,1
4471,一只狼得到骨头停止了 另一只狼仍然跟从他,0
4472,这只是灭亡了的秦朝的继续罢了,0
4473,颜延年因负气而被免职,0
4474,应该认真思考防范 来保有大福,0
4475,决大河而放之海,1
4476,迨张 韩继卒 君卜居于兹,1
4477,秦兵旦暮渡易水 则虽欲长侍足下 岂可得哉,1
4478,即使他们危害人民 也只好对它发愁罢了,0
4479,某年某月某日 秦王为赵王击缻,0
4480,苏武 李陵这类人 特别擅长创作五言诗,0
4481,你现在的军事方面和政治方面的才能和谋略,0
4482,乃下令人缀崇祯钱一枚于项 以示戴主意,1
4483,荆轲奉樊於期头函 而秦武阳奉地图匣 以次进,1
4484,南海之人 靡不惊异,1
4485,理穷必通 因时为变 勿讶于枳橘 非土所宜,1
4486,城南临泸江,1
4487,被憧仆给减少 允诺资助的东西,0
4488,范增多次向项王使眼色,0
4489,锄耰棘矜 非铦于钩戟长铩也,1
4490,通计一舟 为人五,1
4491,能推食与人者 尝饥者也,1
4492,其始 太医以王命聚之,1
4493,转转不已 遂反溯流逆上矣,1
4494,今尚书恣卒为暴 暴且乱 乱天子边,1
4495,是以与善人居 如入芝兰之室,1
4496,二者不可得兼 舍生而取义者也,1
4497,凭著这天赋的机灵 应该加倍教训诱导,0
4498,召毅于帘室之间 笑谓毅曰,1
4499,广德湖的面积大概五十里 在鄞县西面十二里的地方,0
4500,故长于风 乐 乐所以立,1
4501,众共嘲弄 虚相赞说 便击牛釃酒 招延声誉,1
4502,文伯曰 以歜之家而主犹绩,1
4503,子有何术可导我邪 女悲泣且谢 曰,1
4504,并非是敢於给大家在办事为人处世方面作什么规范,0
4505,仆始见君子 长泾之隅,1
4506,汝去年书云 比得软脚病 往往而剧,1
4507,吴王夫差乃告诸大夫曰,1
